GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
Oahu_AES,2007011200,Biodiesel,0.0
Oahu_AES,2007011200,Coal,1781.6675120655852
Oahu_AES,2007011200,Diesel,0.0
Oahu_AES,2007011200,LNG,0.0
Oahu_AES,2007011200,LSFO,0.0
Oahu_AES,2007011202,Biodiesel,0.0
Oahu_AES,2007011202,Coal,1781.6675120655852
Oahu_AES,2007011202,Diesel,0.0
Oahu_AES,2007011202,LNG,0.0
Oahu_AES,2007011202,LSFO,0.0
Oahu_AES,2007011204,Biodiesel,0.0
Oahu_AES,2007011204,Coal,1781.6675120655852
Oahu_AES,2007011204,Diesel,0.0
Oahu_AES,2007011204,LNG,0.0
Oahu_AES,2007011204,LSFO,0.0
Oahu_AES,2007011206,Biodiesel,0.0
Oahu_AES,2007011206,Coal,1781.6675120655852
Oahu_AES,2007011206,Diesel,0.0
Oahu_AES,2007011206,LNG,0.0
Oahu_AES,2007011206,LSFO,0.0
Oahu_AES,2007011208,Biodiesel,0.0
Oahu_AES,2007011208,Coal,1781.6675120655852
Oahu_AES,2007011208,Diesel,0.0
Oahu_AES,2007011208,LNG,0.0
Oahu_AES,2007011208,LSFO,0.0
Oahu_AES,2007011210,Biodiesel,0.0
Oahu_AES,2007011210,Coal,1781.6675120655852
Oahu_AES,2007011210,Diesel,0.0
Oahu_AES,2007011210,LNG,0.0
Oahu_AES,2007011210,LSFO,0.0
Oahu_AES,2007011212,Biodiesel,0.0
Oahu_AES,2007011212,Coal,1781.6675120655852
Oahu_AES,2007011212,Diesel,0.0
Oahu_AES,2007011212,LNG,0.0
Oahu_AES,2007011212,LSFO,0.0
Oahu_AES,2007011214,Biodiesel,0.0
Oahu_AES,2007011214,Coal,1781.6675120655852
Oahu_AES,2007011214,Diesel,0.0
Oahu_AES,2007011214,LNG,0.0
Oahu_AES,2007011214,LSFO,0.0
Oahu_AES,2007011216,Biodiesel,0.0
Oahu_AES,2007011216,Coal,1781.6675120655852
Oahu_AES,2007011216,Diesel,0.0
Oahu_AES,2007011216,LNG,0.0
Oahu_AES,2007011216,LSFO,0.0
Oahu_AES,2007011218,Biodiesel,0.0
Oahu_AES,2007011218,Coal,1781.6675120655852
Oahu_AES,2007011218,Diesel,0.0
Oahu_AES,2007011218,LNG,0.0
Oahu_AES,2007011218,LSFO,0.0
Oahu_AES,2007011220,Biodiesel,0.0
Oahu_AES,2007011220,Coal,1781.6675120655852
Oahu_AES,2007011220,Diesel,0.0
Oahu_AES,2007011220,LNG,0.0
Oahu_AES,2007011220,LSFO,0.0
Oahu_AES,2007011222,Biodiesel,0.0
Oahu_AES,2007011222,Coal,1781.6675120655852
Oahu_AES,2007011222,Diesel,0.0
Oahu_AES,2007011222,LNG,0.0
Oahu_AES,2007011222,LSFO,0.0
Oahu_AES,2007011900,Biodiesel,0.0
Oahu_AES,2007011900,Coal,1781.6675120655852
Oahu_AES,2007011900,Diesel,0.0
Oahu_AES,2007011900,LNG,0.0
Oahu_AES,2007011900,LSFO,0.0
Oahu_AES,2007011902,Biodiesel,0.0
Oahu_AES,2007011902,Coal,1781.6675120655852
Oahu_AES,2007011902,Diesel,0.0
Oahu_AES,2007011902,LNG,0.0
Oahu_AES,2007011902,LSFO,0.0
Oahu_AES,2007011904,Biodiesel,0.0
Oahu_AES,2007011904,Coal,1781.6675120655852
Oahu_AES,2007011904,Diesel,0.0
Oahu_AES,2007011904,LNG,0.0
Oahu_AES,2007011904,LSFO,0.0
Oahu_AES,2007011906,Biodiesel,0.0
Oahu_AES,2007011906,Coal,1781.6675120655852
Oahu_AES,2007011906,Diesel,0.0
Oahu_AES,2007011906,LNG,0.0
Oahu_AES,2007011906,LSFO,0.0
